Method,Num_Modes,Error_2norm,Time_Total
AMLS,1780,0.001803,1065.92
AMLS,1790,0.001786,1063.31
AMLS,1800,0.001769,1015.17
AMLS,1810,0.001754,929.792
AMLS,1820,0.001738,1086.17
AMLS,1830,0.001724,851.698
AMLS,1840,0.001710,893.011
AMLS,1850,0.001695,826.091
AMLS,1860,0.001680,926.154
AMLS,1870,0.001667,931.259
AMLS,1880,0.001653,1201.28
AMLS,1890,0.001639,1301.4
AMLS,1900,0.001625,1162.41
AMLS,1910,0.001610,868.578
AMLS,1920,0.001597,1368.41
AMLS,1930,0.001583,972.343
AMLS,1940,0.001570,1037.54
AMLS,1950,0.001556,1197.35
AMLS,1960,0.001542,1308.52
AMLS,1970,0.001530,884.689
AMLS,1980,0.001517,1098.32
AMLS,1990,0.001505,847.992
AMLS,2000,0.001493,854.275
AMLS,2010,0.001481,854.516
AMLS,2020,0.001468,919.458
AMLS,2030,0.001455,885.373
AMLS,2040,0.001443,896.911
AMLS,2050,0.001433,919.826
AMLS,2060,0.001422,997.293
AMLS,2070,0.001411,929.396
AMLS,2080,0.001400,981.813
AMLS,2090,0.001390,967.321
AMLS,2100,0.001379,923.792
AMLS,2110,0.001368,960.371
AMLS,2120,0.001358,932.176
AMLS,2130,0.001345,961.877
AMLS,2140,0.001335,997.616
AMLS,2150,0.001324,1002.05
AMLS,2160,0.001314,1027.54
AMLS,2170,0.001303,1008.35
AMLS,2180,0.001293,1127.2
AMLS,2190,0.001284,1040.95
AMLS,2200,0.001273,1097.74
AMLS,2210,0.001264,1034.01
AMLS,2220,0.001254,1117.97
AMLS,2230,0.001245,1106.25
AMLS,2240,0.001236,1135.6
AMLS,2250,0.001226,1219.93
AMLS,2260,0.001216,1095.5
AMLS,2270,0.001207,1258.86
AMLS,2280,0.001198,1260.82
AMLS,2290,0.001189,1100.52
AMLS,2300,0.001181,1121.17
AMLS,2310,0.001172,1180.56
AMLS,2320,0.001161,1158.53
AMLS,2330,0.001152,1153.71
AMLS,2340,0.001143,1335.65
AMLS,2350,0.001136,1410.75
AMLS,2360,0.001128,1184.17
AMLS,2370,0.001120,1242.57
AMLS,2380,0.001111,1356.07
AMLS,2390,0.001103,1248.23
AMLS,2400,0.001095,1234.81
AMLS,2410,0.001087,1402.83
AMLS,2420,0.001080,1281.77
AMLS,2430,0.001071,1521.64
AMLS,2440,0.001063,1383.66
AMLS,2450,0.001055,1252.1
AMLS,2460,0.001048,1325.06
AMLS,2470,0.001040,1352.97
AMLS,2480,0.001033,1425.41
AMLS,2490,0.001025,1310.85
AMLS,2500,0.001018,1343.75
AMLS,2510,0.001011,1467.15
AMLS,2520,0.001004,1473.32
AMLS,2530,0.000997,1352.33
AMLS,2540,0.000991,1394.92
AMLS,2550,0.000985,1490.64
AMLS,2560,0.000978,1427.92
AMLS,2570,0.000971,1445.67
AMLS,2580,0.000963,1528.83
AMLS,2590,0.000956,1496.62
AMLS,2600,0.000949,1526.71
AMLS,2610,0.000943,1512.66
AMLS,2620,0.000936,1615.27
AMLS,2630,0.000930,1543.63
AMLS,2640,0.000923,1544.32
AMLS,2650,0.000916,1590.41
AMLS,2660,0.000910,1580.21
AMLS,2670,0.000903,1567.34
AMLS,2680,0.000897,1624.27
AMLS,2690,0.000890,1587.3
AMLS,2700,0.000884,1572.15
AMLS,2710,0.000877,1626.14
AMLS,2720,0.000871,1725.64
AMLS,2730,0.000865,1679.33
AMLS,2740,0.000859,1626.17
AMLS,2750,0.000853,1669.94
AMLS,2760,0.000847,1648.93
AMLS,2770,0.000842,1653.48
AMLS,2780,0.000836,1767.12
AMLS,2790,0.000831,1706.29
AMLS,2800,0.000825,1713.07
AMLS,2810,0.000819,1772.5
AMLS,2820,0.000814,1797.28
AMLS,2830,0.000808,1757.98
AMLS,2840,0.000803,1711.05
AMLS,2850,0.000798,1724.27
AMLS,2860,0.000792,1775.24
AMLS,2870,0.000788,1729.96
AMLS,2880,0.000782,1825.97
AMLS,2890,0.000777,1865.43
AMLS,2900,0.000773,1906.78
AMLS,2910,0.000768,1803.93
AMLS,2920,0.000763,1834.3
AMLS,2930,0.000758,1935.53
AMLS,2940,0.000753,1991.7
AMLS,2950,0.000749,1878.89
AMLS,2960,0.000744,1948.64
AMLS,2970,0.000740,1848.07
AMLS,2980,0.000735,1990.29
AMLS,2990,0.000731,1939.13
AMLS,3000,0.000726,2059.21
AMLS,3010,0.000722,1954.06
AMLS,3020,0.000717,2010.2
AMLS,3030,0.000713,1971.91
AMLS,3040,0.000709,2120.48
AMLS,3050,0.000705,2065.8
AMLS,3060,0.000701,2024.75
AMLS,3070,0.000697,2106.29
AMLS,3080,0.000693,1992.36
AMLS,3090,0.000689,2126.86
AMLS,3100,0.000685,2204.68
AMLS,3110,0.000681,2030.51
AMLS,3120,0.000677,2152.28
AMLS,3130,0.000673,2131.98
AMLS,3140,0.000669,2190.2
AMLS,3150,0.000665,2100.6
